artifact_id,path,stage,run_id,file_size,sha256,row_count,column_count,schema_fingerprint,config_hash,code_hash,parent_artifact_ids,creation_time,validation_status
s04_nso_01_fact_nso_measure_candidates,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\quarantine\fact_nso_measure_candidates.parquet,s04_nso,run_20260913T063540Z,27058,e3b3519817569bd260df1f90b2813a590f664261c8b5eb11d4ae356b11c640b7,1575,13,01dcae02678e15d36ff433906af7aa74fb9f0d5c031ff6e887e3636233b6a950,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:35:52.735356+00:00,PASS
s04_nso_02_nso_name_crosswalk_review,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_name_crosswalk_review.csv,s04_nso,run_20260913T063540Z,27256,2a832c3a0d6e3d8c7f6966c0138185cc0aa9753871349f4be83946bb3cdbd16f,189,9,7944f04c3e5a8c2b8a1e01c414a78a3c1b8b6bed652761ccd23ee4157670b52f,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:35:52.749986+00:00,PASS
s04_nso_03_nso_row_exclusions,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_row_exclusions.csv,s04_nso,run_20260913T063540Z,3104,2d78316bbf2bfb1bc789edf2cd1aa34f60ba245b3124cfea958fc5f428123cb1,21,7,d1db9f84abaa91fdd570003901a5e93b9ed756835b2b8bcc95fed394427073af,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:35:52.753653+00:00,PASS
s04_nso_04_nso_structural_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_structural_audit.json,s04_nso,run_20260913T063540Z,655,2ab5f3b852b2e4bda4a9fc2e187df37deef296c8cacc22fb0c097a7bebc594e2,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:35:52.755746+00:00,PASS
s04_nso_05_nso_official_reconciliation,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_official_reconciliation.csv,s04_nso,run_20260913T063540Z,214481,cece728e5609da4970252e9f506f157593869f49aeac6574b4f810c3117ee379,1750,15,78d9c9f902893b7f19d210c9ce83025e319c7cf3a9f64eb60230eda2177af152,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:35:52.763070+00:00,PASS
s04_nso_06_province_identifier_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\province_identifier_audit.csv,s04_nso,run_20260913T063540Z,8460,8d572a941594474f8c0db9874b724e8d2ecc6c6af28a268ec97c511ac0093714,63,8,0a952e7d2a782d264fe4064678c298ea8f5d9148291f265e05a29b4a8a7bfed4,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:35:52.765622+00:00,PASS
s04_nso_07_nso_official_snapshot_manifest,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\manifests\nso_official_snapshot_manifest.csv,s04_nso,run_20260913T063540Z,6961,c86626331dc947142200b39c010e173c101fb2889108d6b9372a9736f2b7ee26,12,14,6e1f4c907e0112dc58684abbb9398ed91db12efda301d7fd73bb579ee2efba4e,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:35:52.768185+00:00,PASS
s04_nso_08_semantic_evidence_lineage,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\lineage\semantic_evidence_lineage.csv,s04_nso,run_20260913T063540Z,1598,eeb86cd0deafde76c4562f5ed5efc74757973033dd8f04395ffac48424dbde70,6,3,a73ef89d4082c34c831df3f192f919637ac0bafbe91f1909abd2f01bfda0030b,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:35:52.770240+00:00,PASS
s05_vnnic_01_fact_vnnic_province_month,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\interim\fact_vnnic_province_month.parquet,s05_vnnic,run_20260913T063540Z,143531,52acfd907715a1bd3016a4b3f0911058da6b5eb08f8eb3463ee63ec871033431,7360,12,b191d3f0bcdecbdadd76a6877b4bcc557b86023db256a59aa8eda6545ef2a5ed,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,732beec5acee06a92194a232efaedc0d76606bac4bf3331092d28e6db288244c,s04_nso_01_fact_nso_measure_candidates | s04_nso_02_nso_name_crosswalk_review | s04_nso_03_nso_row_exclusions | s04_nso_04_nso_structural_audit | s04_nso_05_nso_official_reconciliation | s04_nso_06_province_identifier_audit | s04_nso_07_nso_official_snapshot_manifest | s04_nso_08_semantic_evidence_lineage,2026-09-13T06:35:52.891978+00:00,PASS
s05_vnnic_02_vnnic_expected_grid_missing,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\vnnic_expected_grid_missing.csv,s05_vnnic,run_20260913T063540Z,36311,f7eee0b11d4141bf5f4ad61410fd23602eef434dd1d10831577bbb42d96de508,1082,3,3a59663deaa67383876f65a43904bdf83c4a87576b3e4112400e456c4e28c56e,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,732beec5acee06a92194a232efaedc0d76606bac4bf3331092d28e6db288244c,s04_nso_01_fact_nso_measure_candidates | s04_nso_02_nso_name_crosswalk_review | s04_nso_03_nso_row_exclusions | s04_nso_04_nso_structural_audit | s04_nso_05_nso_official_reconciliation | s04_nso_06_province_identifier_audit | s04_nso_07_nso_official_snapshot_manifest | s04_nso_08_semantic_evidence_lineage,2026-09-13T06:35:52.907386+00:00,PASS
s05_vnnic_03_vnnic_structural_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\vnnic_structural_audit.json,s05_vnnic,run_20260913T063540Z,514,852376cfc624567d97ba6f0c22afb1bc67ac7b72ea4e287930ed23c05b5f05b9,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,732beec5acee06a92194a232efaedc0d76606bac4bf3331092d28e6db288244c,s04_nso_01_fact_nso_measure_candidates | s04_nso_02_nso_name_crosswalk_review | s04_nso_03_nso_row_exclusions | s04_nso_04_nso_structural_audit | s04_nso_05_nso_official_reconciliation | s04_nso_06_province_identifier_audit | s04_nso_07_nso_official_snapshot_manifest | s04_nso_08_semantic_evidence_lineage,2026-09-13T06:35:52.909341+00:00,PASS
s06_connectivity_features_01_fact_vnnic_province_month_primary,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\processed\fact_vnnic_province_month_primary.parquet,s06_connectivity_features,run_20260913T063540Z,46958,47f7e478efed54bc120254c998d37022da95e58a7c25b0515f9b1dae84b02a4e,2268,16,05b7d7e4dfc73f58bf7a50774e060d0a1a9c59b82a82f113d47f73eac4aef040,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,19880d11bcc21486bd3ec1c72d7a1d5dbba628c7378222068298c2eb9411d888,s05_vnnic_01_fact_vnnic_province_month | s05_vnnic_02_vnnic_expected_grid_missing | s05_vnnic_03_vnnic_structural_audit,2026-09-13T06:35:52.995457+00:00,PASS
s06_connectivity_features_02_fact_connectivity_province_year,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\processed\fact_connectivity_province_year.parquet,s06_connectivity_features,run_20260913T063540Z,16458,c3d94f3b5e8c17dfc46cfa640e1ce95d499ceb327b1a7f9259c4580878306126,252,15,4330585d36452c47293f4c7c6a30f5a329da12b792d28d9dd6d5b3a5f67d7f34,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,19880d11bcc21486bd3ec1c72d7a1d5dbba628c7378222068298c2eb9411d888,s05_vnnic_01_fact_vnnic_province_month | s05_vnnic_02_vnnic_expected_grid_missing | s05_vnnic_03_vnnic_structural_audit,2026-09-13T06:35:53.005452+00:00,PASS
s07_panel_01_fact_nso_primary_outcome,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\processed\fact_nso_primary_outcome.parquet,s07_panel,run_20260913T063540Z,13521,a795d3d79f452e964336fe1d402a3a3ac7eb06ad2fa1c01dbd438e941dce7ac0,252,14,d90a6c81f6344a2a92e5d2b2b92f66f42f8bc219a1bf713c5d4bcebf1b3268eb,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.103641+00:00,PASS
s07_panel_02_analysis_panel_2021_2024,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\analysis\analysis_panel_2021_2024.parquet,s07_panel,run_20260913T063540Z,22024,7711c489b5b6da109fa4050cc04d29f252d6dbade99274ccac015a5824b0454e,252,19,6dd1409054f670382560251a3d399fb55f3a652fe547e9625bbeb4a90f12f299,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.113595+00:00,PASS
s07_panel_03_analysis_panel_2021_2024_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\analysis\analysis_panel_2021_2024_audit.csv,s07_panel,run_20260913T063540Z,19131,e9dbccda991f9753a8d10da18cc6864173f00965eec87b5b2cd144d2fc780a31,252,10,628ee064e70b2402c222414705944ae31cabc84a164c435129449d6de443770f,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.127203+00:00,PASS
s07_panel_04_panel_merge_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\panel_merge_audit.json,s07_panel,run_20260913T063540Z,4487,b3950e78e62f28c270f50c1b2448ebeb3ac2ed61987aba4f2b9696a052c0cce3,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.129159+00:00,PASS
s07_panel_05_panel_merge_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\panel_merge_audit.csv,s07_panel,run_20260913T063540Z,3812,4f0b9e68c8c308102d2868f7d01ac12b57c85990017451e797287cbe55f118b1,2,18,71dc30f5ef45cc27e7a10ed3c6b3c60c50ad7af8624157d6f3e3e0623f7fd371,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.132774+00:00,PASS
s07_panel_06_panel_missingness,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\panel_missingness.csv,s07_panel,run_20260913T063540Z,560,6d7e4af9fba5dbc182221cf72c6ab4442733f4b7d8e3ffd39bc3c7a1f7cc8c85,19,3,f0ede9ab2c5e0b09185d5154243a57a95eabbb314812cdac50381a5fad219b58,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.135746+00:00,PASS
s07_panel_07_panel_key_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\panel_key_audit.json,s07_panel,run_20260913T063540Z,281,ab19e43a46465f861a064a80f741c4e99b93b8c0fce8417330c13e3eb3bfef07,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.137478+00:00,PASS
s07_panel_08_panel_value_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\panel_value_audit.json,s07_panel,run_20260913T063540Z,1724,c4e9cdc7532a703d5aea4a8564bbef33fb5c082b9cdcb83a5b24256cf1af1df0,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.139162+00:00,PASS
s07_panel_09_panel_lineage_edges,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\lineage\panel_lineage_edges.csv,s07_panel,run_20260913T063540Z,543,0a3c13da2f99d45942481758ee6df338f8e9de9f3e3883b28a218d17f3d74b11,6,3,a73ef89d4082c34c831df3f192f919637ac0bafbe91f1909abd2f01bfda0030b,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.141793+00:00,PASS
s07_panel_10_panel_construction_report,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\reports\panel_construction_report.md,s07_panel,run_20260913T063540Z,805,b36c5c49216645b9734b3772363d05e5003124d23b9e4da2a11adb74c72cbfdd,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.148114+00:00,PASS
s07_panel_11_panel_construction_next_action,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\reports\panel_construction_next_action.md,s07_panel,run_20260913T063540Z,241,7aa0856564b423187b2f9628b9c2f04df415d950f6765b7cbb0e8f0ffa865539,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.150184+00:00,PASS
s07_panel_12_decision_log,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\protocol\decision_log.md,s07_panel,run_20260913T063540Z,2049,f2ec4cf829a6f986d827fe713f175c57cd31ef74f2c51843c22c64bd9dc63f5c,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.151359+00:00,PASS
s07_panel_13_limitations_register,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\protocol\limitations_register.md,s07_panel,run_20260913T063540Z,3187,720ca897b8c79ef38e403528ab7f2177ba35c63adba8244c9fb6944d36a2f0c8,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.152422+00:00,PASS
s07_panel_14_reproducibility_report,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\reports\reproducibility_report.md,s07_panel,run_20260913T063540Z,990,8ebffb1603632bdc4eb5c3e7ee5f5d793dd149d403d5d721bb72a3493a95e2e3,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,4a109bd6ad8111128cd3de0277984f3d13bc300cc34fa237ccafe3775a76348c,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:35:53.153513+00:00,PASS
